time,results.0.bbox.0,results.0.bbox.1,results.0.bbox.2,results.0.bbox.3,results.0.class,results.0.score,results.1.bbox.0,results.1.bbox.1,results.1.bbox.2,results.1.bbox.3,results.1.class,results.1.score,size.width,size.height,results.2.bbox.0,results.2.bbox.1,results.2.bbox.2,results.2.bbox.3,results.2.class,results.2.score,results.3.bbox.0,results.3.bbox.1,results.3.bbox.2,results.3.bbox.3,results.3.class,results.3.score,results.4.bbox.0,results.4.bbox.1,results.4.bbox.2,results.4.bbox.3,results.4.class,results.4.score,results.5.bbox.0,results.5.bbox.1,results.5.bbox.2,results.5.bbox.3,results.5.class,results.5.score,results.6.bbox.0,results.6.bbox.1,results.6.bbox.2,results.6.bbox.3,results.6.class,results.6.score,results.7.bbox.0,results.7.bbox.1,results.7.bbox.2,results.7.bbox.3,results.7.class,results.7.score,results.8.bbox.0,results.8.bbox.1,results.8.bbox.2,results.8.bbox.3,results.8.class,results.8.score,results.9.bbox.0,results.9.bbox.1,results.9.bbox.2,results.9.bbox.3,results.9.class,results.9.score,results.10.bbox.0,results.10.bbox.1,results.10.bbox.2,results.10.bbox.3,results.10.class,results.10.score,results.11.bbox.0,results.11.bbox.1,results.11.bbox.2,results.11.bbox.3,results.11.class,results.11.score,results.12.bbox.0,results.12.bbox.1,results.12.bbox.2,results.12.bbox.3,results.12.class,results.12.score
0,226.9625186920166,306.68933629989624,361.5487575531006,324.4706439971924,car,0.8846785426139832,933.7545204162598,297.19212770462036,273.8246726989746,314.51014280319214,bus,0.71016526222229,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2,430.13174057006836,589.8042440414429,193.98616790771484,233.25987339019775,person,0.6825852990150452,1782.0746612548828,171.2659227848053,109.27688598632812,160.72307109832764,motorcycle,0.6666185855865479,1920,1080,1799.2403411865234,147.07089006900787,87.47222900390625,128.56548249721527,person,0.6012924909591675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4,430.13174057006836,589.8042440414429,193.98616790771484,233.25987339019775,person,0.6825852990150452,1782.0746612548828,171.2659227848053,109.27688598632812,160.72307109832764,motorcycle,0.6666185855865479,1920,1080,1799.2403411865234,147.07089006900787,87.47222900390625,128.56548249721527,person,0.6012924909591675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,430.13174057006836,589.8042440414429,193.98616790771484,233.25987339019775,person,0.6825852990150452,1782.0746612548828,171.2659227848053,109.27688598632812,160.72307109832764,motorcycle,0.6666185855865479,1920,1080,1799.2403411865234,147.07089006900787,87.47222900390625,128.56548249721527,person,0.6012924909591675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8,430.13174057006836,589.8042440414429,193.98616790771484,233.25987339019775,person,0.6825852990150452,1782.0746612548828,171.2659227848053,109.27688598632812,160.72307109832764,motorcycle,0.6666185855865479,1920,1080,1799.2403411865234,147.07089006900787,87.47222900390625,128.56548249721527,person,0.6012924909591675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,440.71824073791504,784.3364095687866,210.91830253601074,268.2981061935425,person,0.6127408146858215,1524.7622680664062,463.74465823173523,135.65643310546875,259.04239296913147,person,0.5679237246513367,1920,1080,764.9911308288574,335.91397762298584,122.3697280883789,186.3179111480713,person,0.542290449142456,1355.511245727539,517.1498000621796,89.34814453125,194.3354094028473,person,0.5065631866455078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2,440.71824073791504,784.3364095687866,210.91830253601074,268.2981061935425,person,0.6127408146858215,1524.7622680664062,463.74465823173523,135.65643310546875,259.04239296913147,person,0.5679237246513367,1920,1080,764.9911308288574,335.91397762298584,122.3697280883789,186.3179111480713,person,0.542290449142456,1355.511245727539,517.1498000621796,89.34814453125,194.3354094028473,person,0.5065631866455078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1487.5609588623047,286.16676807403564,102.58598327636719,198.67650032043457,person,0.7844147086143494,876.9567489624023,225.56420803070068,96.72420501708984,168.02013874053955,person,0.6855574250221252,1920,1080,268.4208297729492,644.3150568008423,186.7496109008789,274.2613649368286,person,0.6522802114486694,943.2332038879395,575.4831147193909,87.83838272094727,143.7307834625244,motorcycle,0.5726522207260132,1745.584716796875,529.6906292438507,110.84312438964844,143.52771878242493,motorcycle,0.5576610565185547,1350.388526916504,402.41548776626587,75.42549133300781,157.80890464782715,person,0.537422239780426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6,1487.5609588623047,286.16676807403564,102.58598327636719,198.67650032043457,person,0.7844147086143494,876.9567489624023,225.56420803070068,96.72420501708984,168.02013874053955,person,0.6855574250221252,1920,1080,268.4208297729492,644.3150568008423,186.7496109008789,274.2613649368286,person,0.6522802114486694,943.2332038879395,575.4831147193909,87.83838272094727,143.7307834625244,motorcycle,0.5726522207260132,1745.584716796875,529.6906292438507,110.84312438964844,143.52771878242493,motorcycle,0.5576610565185547,1350.388526916504,402.41548776626587,75.42549133300781,157.80890464782715,person,0.537422239780426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,1487.5609588623047,286.16676807403564,102.58598327636719,198.67650032043457,person,0.7844147086143494,876.9567489624023,225.56420803070068,96.72420501708984,168.02013874053955,person,0.6855574250221252,1920,1080,268.4208297729492,644.3150568008423,186.7496109008789,274.2613649368286,person,0.6522802114486694,943.2332038879395,575.4831147193909,87.83838272094727,143.7307834625244,motorcycle,0.5726522207260132,1745.584716796875,529.6906292438507,110.84312438964844,143.52771878242493,motorcycle,0.5576610565185547,1350.388526916504,402.41548776626587,75.42549133300781,157.80890464782715,person,0.537422239780426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1487.5609588623047,286.16676807403564,102.58598327636719,198.67650032043457,person,0.7844147086143494,876.9567489624023,225.56420803070068,96.72420501708984,168.02013874053955,person,0.6855574250221252,1920,1080,268.4208297729492,644.3150568008423,186.7496109008789,274.2613649368286,person,0.6522802114486694,943.2332038879395,575.4831147193909,87.83838272094727,143.7307834625244,motorcycle,0.5726522207260132,1745.584716796875,529.6906292438507,110.84312438964844,143.52771878242493,motorcycle,0.5576610565185547,1350.388526916504,402.41548776626587,75.42549133300781,157.80890464782715,person,0.537422239780426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2,297.8525733947754,55.53167223930359,1286.2187004089355,902.6381456851959,person,0.8471532464027405,603.0773735046387,333.7398433685303,107.07195281982422,182.7944540977478,motorcycle,0.8396632671356201,1920,1080,588.0971717834473,411.97983741760254,98.12507629394531,124.0298080444336,motorcycle,0.8279839754104614,1015.4183578491211,246.8255853652954,99.52171325683594,172.29682445526123,person,0.8093517422676086,1616.9398498535156,161.98365569114685,97.53044128417969,171.36476755142212,motorcycle,0.7997312545776367,1062.5619506835938,730.407657623291,141.62017822265625,325.5436134338379,person,0.7089817523956299,1428.142204284668,65.03952249884605,56.09092712402344,129.94516924023628,person,0.6905117034912109,877.4641227722168,311.25702023506165,59.666175842285156,87.74235248565674,motorcycle,0.6671862006187439,725.0296211242676,640.9668231010437,105.02357482910156,152.35934257507324,motorcycle,0.6399176716804504,1325.1731872558594,191.52790904045105,70.191650390625,140.6155800819397,person,0.635229766368866,715.1013565063477,699.4079303741455,101.10420227050781,129.21801567077637,motorcycle,0.5883935689926147,1067.4270629882812,68.0665871500969,66.71630859375,146.18358045816422,person,0.5605887174606323,311.05791091918945,467.61215686798096,195.95209121704102,245.8740234375,motorcycle,0.5007484555244446
2.4,297.8525733947754,55.53167223930359,1286.2187004089355,902.6381456851959,person,0.8471532464027405,603.0773735046387,333.7398433685303,107.07195281982422,182.7944540977478,motorcycle,0.8396632671356201,1920,1080,588.0971717834473,411.97983741760254,98.12507629394531,124.0298080444336,motorcycle,0.8279839754104614,1015.4183578491211,246.8255853652954,99.52171325683594,172.29682445526123,person,0.8093517422676086,1616.9398498535156,161.98365569114685,97.53044128417969,171.36476755142212,motorcycle,0.7997312545776367,1062.5619506835938,730.407657623291,141.62017822265625,325.5436134338379,person,0.7089817523956299,1428.142204284668,65.03952249884605,56.09092712402344,129.94516924023628,person,0.6905117034912109,877.4641227722168,311.25702023506165,59.666175842285156,87.74235248565674,motorcycle,0.6671862006187439,725.0296211242676,640.9668231010437,105.02357482910156,152.35934257507324,motorcycle,0.6399176716804504,1325.1731872558594,191.52790904045105,70.191650390625,140.6155800819397,person,0.635229766368866,715.1013565063477,699.4079303741455,101.10420227050781,129.21801567077637,motorcycle,0.5883935689926147,1067.4270629882812,68.0665871500969,66.71630859375,146.18358045816422,person,0.5605887174606323,311.05791091918945,467.61215686798096,195.95209121704102,245.8740234375,motorcycle,0.5007484555244446
2.6,297.8525733947754,55.53167223930359,1286.2187004089355,902.6381456851959,person,0.8471532464027405,603.0773735046387,333.7398433685303,107.07195281982422,182.7944540977478,motorcycle,0.8396632671356201,1920,1080,588.0971717834473,411.97983741760254,98.12507629394531,124.0298080444336,motorcycle,0.8279839754104614,1015.4183578491211,246.8255853652954,99.52171325683594,172.29682445526123,person,0.8093517422676086,1616.9398498535156,161.98365569114685,97.53044128417969,171.36476755142212,motorcycle,0.7997312545776367,1062.5619506835938,730.407657623291,141.62017822265625,325.5436134338379,person,0.7089817523956299,1428.142204284668,65.03952249884605,56.09092712402344,129.94516924023628,person,0.6905117034912109,877.4641227722168,311.25702023506165,59.666175842285156,87.74235248565674,motorcycle,0.6671862006187439,725.0296211242676,640.9668231010437,105.02357482910156,152.35934257507324,motorcycle,0.6399176716804504,1325.1731872558594,191.52790904045105,70.191650390625,140.6155800819397,person,0.635229766368866,715.1013565063477,699.4079303741455,101.10420227050781,129.21801567077637,motorcycle,0.5883935689926147,1067.4270629882812,68.0665871500969,66.71630859375,146.18358045816422,person,0.5605887174606323,311.05791091918945,467.61215686798096,195.95209121704102,245.8740234375,motorcycle,0.5007484555244446
2.8,297.8525733947754,55.53167223930359,1286.2187004089355,902.6381456851959,person,0.8471532464027405,603.0773735046387,333.7398433685303,107.07195281982422,182.7944540977478,motorcycle,0.8396632671356201,1920,1080,588.0971717834473,411.97983741760254,98.12507629394531,124.0298080444336,motorcycle,0.8279839754104614,1015.4183578491211,246.8255853652954,99.52171325683594,172.29682445526123,person,0.8093517422676086,1616.9398498535156,161.98365569114685,97.53044128417969,171.36476755142212,motorcycle,0.7997312545776367,1062.5619506835938,730.407657623291,141.62017822265625,325.5436134338379,person,0.7089817523956299,1428.142204284668,65.03952249884605,56.09092712402344,129.94516924023628,person,0.6905117034912109,877.4641227722168,311.25702023506165,59.666175842285156,87.74235248565674,motorcycle,0.6671862006187439,725.0296211242676,640.9668231010437,105.02357482910156,152.35934257507324,motorcycle,0.6399176716804504,1325.1731872558594,191.52790904045105,70.191650390625,140.6155800819397,person,0.635229766368866,715.1013565063477,699.4079303741455,101.10420227050781,129.21801567077637,motorcycle,0.5883935689926147,1067.4270629882812,68.0665871500969,66.71630859375,146.18358045816422,person,0.5605887174606323,311.05791091918945,467.61215686798096,195.95209121704102,245.8740234375,motorcycle,0.5007484555244446
3,297.8525733947754,55.53167223930359,1286.2187004089355,902.6381456851959,person,0.8471532464027405,603.0773735046387,333.7398433685303,107.07195281982422,182.7944540977478,motorcycle,0.8396632671356201,1920,1080,588.0971717834473,411.97983741760254,98.12507629394531,124.0298080444336,motorcycle,0.8279839754104614,1015.4183578491211,246.8255853652954,99.52171325683594,172.29682445526123,person,0.8093517422676086,1616.9398498535156,161.98365569114685,97.53044128417969,171.36476755142212,motorcycle,0.7997312545776367,1062.5619506835938,730.407657623291,141.62017822265625,325.5436134338379,person,0.7089817523956299,1428.142204284668,65.03952249884605,56.09092712402344,129.94516924023628,person,0.6905117034912109,877.4641227722168,311.25702023506165,59.666175842285156,87.74235248565674,motorcycle,0.6671862006187439,725.0296211242676,640.9668231010437,105.02357482910156,152.35934257507324,motorcycle,0.6399176716804504,1325.1731872558594,191.52790904045105,70.191650390625,140.6155800819397,person,0.635229766368866,715.1013565063477,699.4079303741455,101.10420227050781,129.21801567077637,motorcycle,0.5883935689926147,1067.4270629882812,68.0665871500969,66.71630859375,146.18358045816422,person,0.5605887174606323,311.05791091918945,467.61215686798096,195.95209121704102,245.8740234375,motorcycle,0.5007484555244446
3.2,297.8525733947754,55.53167223930359,1286.2187004089355,902.6381456851959,person,0.8471532464027405,603.0773735046387,333.7398433685303,107.07195281982422,182.7944540977478,motorcycle,0.8396632671356201,1920,1080,588.0971717834473,411.97983741760254,98.12507629394531,124.0298080444336,motorcycle,0.8279839754104614,1015.4183578491211,246.8255853652954,99.52171325683594,172.29682445526123,person,0.8093517422676086,1616.9398498535156,161.98365569114685,97.53044128417969,171.36476755142212,motorcycle,0.7997312545776367,1062.5619506835938,730.407657623291,141.62017822265625,325.5436134338379,person,0.7089817523956299,1428.142204284668,65.03952249884605,56.09092712402344,129.94516924023628,person,0.6905117034912109,877.4641227722168,311.25702023506165,59.666175842285156,87.74235248565674,motorcycle,0.6671862006187439,725.0296211242676,640.9668231010437,105.02357482910156,152.35934257507324,motorcycle,0.6399176716804504,1325.1731872558594,191.52790904045105,70.191650390625,140.6155800819397,person,0.635229766368866,715.1013565063477,699.4079303741455,101.10420227050781,129.21801567077637,motorcycle,0.5883935689926147,1067.4270629882812,68.0665871500969,66.71630859375,146.18358045816422,person,0.5605887174606323,311.05791091918945,467.61215686798096,195.95209121704102,245.8740234375,motorcycle,0.5007484555244446
3.4,1427.3305892944336,310.8688509464264,82.78106689453125,110.27837991714478,motorcycle,0.8128536939620972,1575.3816604614258,190.84420323371887,69.697265625,118.98466944694519,motorcycle,0.6857429146766663,1920,1080,680.4681587219238,327.9253828525543,107.8579330444336,196.29399061203003,motorcycle,0.6299005150794983,747.4608993530273,202.2969514131546,76.88472747802734,96.56942188739777,motorcycle,0.6145063638687134,1068.5198593139648,0.8516228199005127,34.87266540527344,71.44283920526505,person,0.6117011904716492,1575.0595092773438,146.30489945411682,74.6319580078125,122.73784160614014,person,0.5848718881607056,1031.429786682129,450.32639265060425,100.53359985351562,181.94106101989746,motorcycle,0.5804571509361267,1425.4692077636719,204.22376453876495,78.86466979980469,127.22523629665375,person,0.5205662250518799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6,1427.3305892944336,310.8688509464264,82.78106689453125,110.27837991714478,motorcycle,0.8128536939620972,1575.3816604614258,190.84420323371887,69.697265625,118.98466944694519,motorcycle,0.6857429146766663,1920,1080,680.4681587219238,327.9253828525543,107.8579330444336,196.29399061203003,motorcycle,0.6299005150794983,747.4608993530273,202.2969514131546,76.88472747802734,96.56942188739777,motorcycle,0.6145063638687134,1068.5198593139648,0.8516228199005127,34.87266540527344,71.44283920526505,person,0.6117011904716492,1575.0595092773438,146.30489945411682,74.6319580078125,122.73784160614014,person,0.5848718881607056,1031.429786682129,450.32639265060425,100.53359985351562,181.94106101989746,motorcycle,0.5804571509361267,1425.4692077636719,204.22376453876495,78.86466979980469,127.22523629665375,person,0.5205662250518799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8,1399.789695739746,203.8659954071045,76.2249755859375,94.53988552093506,motorcycle,0.6695750951766968,780.7986259460449,195.5778568983078,56.761207580566406,159.34753239154816,person,0.602966845035553,1920,1080,1526.4907836914062,76.2170559167862,64.85092163085938,110.78705549240112,motorcycle,0.5896773934364319,604.2461013793945,455.90144991874695,97.15438842773438,178.55700373649597,motorcycle,0.5503137707710266,589.9083709716797,525.049399137497,109.08748626708984,128.23938488960266,motorcycle,0.5459835529327393,1412.9023361206055,134.12360966205597,68.78494262695312,120.0391960144043,person,0.5448450446128845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1399.789695739746,203.8659954071045,76.2249755859375,94.53988552093506,motorcycle,0.6695750951766968,780.7986259460449,195.5778568983078,56.761207580566406,159.34753239154816,person,0.602966845035553,1920,1080,1526.4907836914062,76.2170559167862,64.85092163085938,110.78705549240112,motorcycle,0.5896773934364319,604.2461013793945,455.90144991874695,97.15438842773438,178.55700373649597,motorcycle,0.5503137707710266,589.9083709716797,525.049399137497,109.08748626708984,128.23938488960266,motorcycle,0.5459835529327393,1412.9023361206055,134.12360966205597,68.78494262695312,120.0391960144043,person,0.5448450446128845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2,862.7651023864746,121.29285246133804,56.787757873535156,144.27854150533676,person,0.7565304636955261,1353.317756652832,119.06626224517822,78.15902709960938,130.18303155899048,motorcycle,0.7470622062683105,1920,1080,731.7573738098145,281.96024894714355,95.31463623046875,186.7824912071228,person,0.7013657689094543,445.5823802947998,292.14016556739807,88.47264289855957,131.87423944473267,motorcycle,0.6252512335777283,1025.8639526367188,147.33834385871887,55.90507507324219,116.08334541320801,motorcycle,0.5776731371879578,1399.5644760131836,99.19122219085693,78.04206848144531,92.76383399963379,motorcycle,0.5534550547599792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4,862.7651023864746,121.29285246133804,56.787757873535156,144.27854150533676,person,0.7565304636955261,1353.317756652832,119.06626224517822,78.15902709960938,130.18303155899048,motorcycle,0.7470622062683105,1920,1080,731.7573738098145,281.96024894714355,95.31463623046875,186.7824912071228,person,0.7013657689094543,445.5823802947998,292.14016556739807,88.47264289855957,131.87423944473267,motorcycle,0.6252512335777283,1025.8639526367188,147.33834385871887,55.90507507324219,116.08334541320801,motorcycle,0.5776731371879578,1399.5644760131836,99.19122219085693,78.04206848144531,92.76383399963379,motorcycle,0.5534550547599792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6,1062.726173400879,86.02466315031052,61.065673828125,107.78311282396317,motorcycle,0.7200825810432434,1372.1499252319336,28.379001170396805,63.43803405761719,128.25955376029015,person,0.7181318998336792,1920,1080,1229.7171020507812,17.54957288503647,83.80645751953125,153.77238661050797,person,0.7020053863525391,900.8803939819336,73.322032392025,63.78044128417969,101.04425579309464,motorcycle,0.6320450901985168,931.9273567199707,35.84301620721817,52.048702239990234,106.35955184698105,person,0.601281464099884,844.8502922058105,171.77327871322632,79.70466613769531,156.50213241577148,motorcycle,0.5576493144035339,1058.7771606445312,37.30084776878357,54.62242126464844,95.96586048603058,person,0.5301629900932312,1352.3516464233398,68.76503437757492,62.18879699707031,109.03043657541275,motorcycle,0.5023494958877563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8,1062.726173400879,86.02466315031052,61.065673828125,107.78311282396317,motorcycle,0.7200825810432434,1372.1499252319336,28.379001170396805,63.43803405761719,128.25955376029015,person,0.7181318998336792,1920,1080,1229.7171020507812,17.54957288503647,83.80645751953125,153.77238661050797,person,0.7020053863525391,900.8803939819336,73.322032392025,63.78044128417969,101.04425579309464,motorcycle,0.6320450901985168,931.9273567199707,35.84301620721817,52.048702239990234,106.35955184698105,person,0.601281464099884,844.8502922058105,171.77327871322632,79.70466613769531,156.50213241577148,motorcycle,0.5576493144035339,1058.7771606445312,37.30084776878357,54.62242126464844,95.96586048603058,person,0.5301629900932312,1352.3516464233398,68.76503437757492,62.18879699707031,109.03043657541275,motorcycle,0.5023494958877563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,146.40390872955322,948.1310391426086,199.50149059295654,127.66392230987549,person,0.6614126563072205,682.0851516723633,723.2025790214539,571.4259338378906,356.89887285232544,car,0.6606779098510742,1920,1080,435.2087688446045,165.98020613193512,88.56059074401855,142.75342404842377,motorcycle,0.6057974696159363,1125.8992767333984,0.5247285962104797,83.0950927734375,162.1709570288658,person,0.5522705912590027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2,146.40390872955322,948.1310391426086,199.50149059295654,127.66392230987549,person,0.6614126563072205,682.0851516723633,723.2025790214539,571.4259338378906,356.89887285232544,car,0.6606779098510742,1920,1080,435.2087688446045,165.98020613193512,88.56059074401855,142.75342404842377,motorcycle,0.6057974696159363,1125.8992767333984,0.5247285962104797,83.0950927734375,162.1709570288658,person,0.5522705912590027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
